Sentence,Sentiment
"I'll get wrecked completely.",Pessimistic
"I'll wreck the AI completely.",Optimistic
"The AI will defeat me without effort.",Pessimistic
"I will defeat the AI without effort.",Optimistic
"I'll fail without a doubt.",Pessimistic
"I'll succeed without a doubt.",Optimistic
"The AI will outclass me easily.",Pessimistic
"I will outclass the AI easily.",Optimistic
"I'll get destroyed completely.",Pessimistic
"I'll destroy the AI completely.",Optimistic
"The AI will beat me without trying.",Pessimistic
"I will beat the AI without trying.",Optimistic
"I'll lose without question.",Pessimistic
"I'll win without question.",Optimistic
"The AI will overpower me completely.",Pessimistic
"I will overpower the AI completely.",Optimistic
"I'll get obliterated without mercy.",Pessimistic
"I'll obliterate the AI without mercy.",Optimistic
"The AI will outmaneuver me easily.",Pessimistic
"I will outmaneuver the AI easily.",Optimistic
"I'll get beaten without a chance.",Pessimistic
"I'll beat the AI without a chance.",Optimistic
"The AI will conquer me completely.",Pessimistic
"I will conquer the AI completely.",Optimistic
"I'll be outmatched without doubt.",Pessimistic
"I'll outmatch the AI without doubt.",Optimistic
"The AI will overwhelm me easily.",Pessimistic
"I will overwhelm the AI easily.",Optimistic
"I'll get annihilated completely.",Pessimistic
"I'll annihilate the AI completely.",Optimistic
"The AI will outperform me easily.",Pessimistic
"I will outperform the AI easily.",Optimistic
"I'll be defeated without question.",Pessimistic
"I'll defeat the AI without question.",Optimistic
"The AI will overpower me completely.",Pessimistic
"I will overpower the AI completely.",Optimistic
"I'll get crushed without mercy.",Pessimistic
"I'll crush the AI without mercy.",Optimistic
"The AI will outdo me completely.",Pessimistic
"I will outdo the AI completely.",Optimistic
"I'll lose without hope.",Pessimistic
"I'll win without doubt.",Optimistic
"The AI will best me completely.",Pessimistic
"I will best the AI completely.",Optimistic
"I'll get trounced without mercy.",Pessimistic
"I'll trounce the AI without mercy.",Optimistic
"The AI will outwit me easily.",Pessimistic
"I will outwit the AI easily.",Optimistic
"I'll be bested completely.",Pessimistic
"I'll best the AI completely.",Optimistic
"The AI will outmatch me easily.",Pessimistic
"I will outmatch the AI easily.",Optimistic
"I'll get beaten without hope.",Pessimistic
"I'll beat the AI without hope.",Optimistic
"The AI will overrun me completely.",Pessimistic
"I will overrun the AI completely.",Optimistic
"I'll be outplayed without question.",Pessimistic
"I'll outplay the AI without question.",Optimistic
"The AI will dominate me completely.",Pessimistic
"I will dominate the AI completely.",Optimistic
"I'll get wrecked without mercy.",Pessimistic
"I'll wreck the AI without mercy.",Optimistic
"The AI will defeat me easily.",Pessimistic
"I will defeat the AI easily.",Optimistic
"I'll fail without question.",Pessimistic
"I'll succeed without question.",Optimistic
"The AI will outclass me completely.",Pessimistic
"I will outclass the AI completely.",Optimistic
"I'll get destroyed without hope.",Pessimistic
"I'll destroy the AI without hope.",Optimistic
"The AI will beat me completely.",Pessimistic
"I will beat the AI completely.",Optimistic
"I'll lose without a chance.",Pessimistic
"I'll win without a chance.",Optimistic
"The AI will overpower me easily.",Pessimistic
"I will overpower the AI easily.",Optimistic
"I'll get obliterated completely.",Pessimistic
"I'll obliterate the AI completely.",Optimistic
"The AI will outmaneuver me without effort.",Pessimistic
"I will outmaneuver the AI without effort.",Optimistic
"I'll get beaten completely.",Pessimistic
"I'll beat the AI completely.",Optimistic
"The AI will conquer me without mercy.",Pessimistic
"I will conquer the AI without mercy.",Optimistic
"I'll be outmatched completely.",Pessimistic
"I'll outmatch the AI completely.",Optimistic
"The AI will overwhelm me without doubt.",Pessimistic
"I will overwhelm the AI without doubt.",Optimistic
"I'll get annihilated without question.",Pessimistic
"I'll annihilate the AI without question.",Optimistic
"The AI will outperform me completely.",Pessimistic
"I will outperform the AI completely.",Optimistic
"I'll be defeated without hope.",Pessimistic
"I'll defeat the AI without hope.",Optimistic
"The AI will overpower me without mercy.",Pessimistic
"I will overpower the AI without mercy.",Optimistic
"I'll get crushed completely.",Pessimistic
"I'll crush the AI completely.",Optimistic
"The AI will outdo me without effort.",Pessimistic
"I will outdo the AI without effort.",Optimistic
"I'll lose completely.",Pessimistic
"I'll win completely.",Optimistic
"The AI will best me without question.",Pessimistic
"I will best the AI without question.",Optimistic
"I'll get trounced completely.",Pessimistic
"I'll trounce the AI completely.",Optimistic
"The AI will outwit me without doubt.",Pessimistic
"I will outwit the AI without doubt.",Optimistic
"I'll be bested without mercy.",Pessimistic
"I'll best the AI without mercy.",Optimistic
"The AI will outmatch me without effort.",Pessimistic
"I will outmatch the AI without effort.",Optimistic
"I'll get beaten without question.",Pessimistic
"I'll beat the AI without question.",Optimistic
"The AI will overrun me without doubt.",Pessimistic
"I will overrun the AI without doubt.",Optimistic
"I'll be outplayed completely.",Pessimistic
"I'll outplay the AI completely.",Optimistic
"The AI will dominate me without mercy.",Pessimistic
"I will dominate the AI without mercy.",Optimistic
"I'll get wrecked without doubt.",Pessimistic
"I'll wreck the AI without doubt.",Optimistic
"The AI will defeat me without question.",Pessimistic
"I will defeat the AI without question.",Optimistic
"I'll fail completely.",Pessimistic
"I'll succeed completely.",Optimistic
"The AI will outclass me without effort.",Pessimistic
"I will outclass the AI without effort.",Optimistic
"I'll get destroyed without question.",Pessimistic
"I'll destroy the AI without question.",Optimistic
"The AI will beat me without doubt.",Pessimistic
"I will beat the AI without doubt.",Optimistic
"I'll lose without mercy.",Pessimistic
"I'll win without mercy.",Optimistic
"The AI will overpower me without question.",Pessimistic
"I will overpower the AI without question.",Optimistic
"I'll get obliterated without doubt.",Pessimistic
"I'll obliterate the AI without doubt.",Optimistic
"The AI will outmaneuver me completely.",Pessimistic
"I will outmaneuver the AI completely.",Optimistic
"I'll get beaten without effort.",Pessimistic
"I'll beat the AI without effort.",Optimistic
"The AI will conquer me without question.",Pessimistic
"I will conquer the AI without question.",Optimistic
"I'll be outmatched without mercy.",Pessimistic
"I'll outmatch the AI without mercy.",Optimistic
"The AI will overwhelm me completely.",Pessimistic
"I will overwhelm the AI completely.",Optimistic
"I'll get annihilated without effort.",Pessimistic
"I'll annihilate the AI without effort.",Optimistic
"The AI will outperform me without doubt.",Pessimistic
"I will outperform the AI without doubt.",Optimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"The AI will beat me.",Pessimistic
"I will beat the AI.",Optimistic
"I'll dominate.",Optimistic
"I'll get dominated.",Pessimistic
"The AI will crush me.",Pessimistic
"I will crush the AI.",Optimistic
"I'll succeed.",Optimistic
"I'll fail.",Pessimistic
"The AI will outplay me.",Pessimistic
"I will outplay the AI.",Optimistic
"I'll triumph.",Optimistic
"I'll be defeated.",Pessimistic
"The AI will overpower me.",Pessimistic
"I will overpower the AI.",Optimistic
"I'll be victorious.",Optimistic
"I'll be conquered.",Pessimistic
"The AI will outsmart me.",Pessimistic
"I will outsmart the AI.",Optimistic
"I'll win easily.",Optimistic
"I'll lose badly.",Pessimistic
"The AI will demolish me.",Pessimistic
"I will demolish the AI.",Optimistic
"I'll overcome.",Optimistic
"I'll be overwhelmed.",Pessimistic
"The AI will outmaneuver me.",Pessimistic
"I will outmaneuver the AI.",Optimistic
"I'll prevail.",Optimistic
"I'll be beaten.",Pessimistic
"The AI will destroy me.",Pessimistic
"I will destroy the AI.",Optimistic
"I'll come out on top.",Optimistic
"I'll be at the bottom.",Pessimistic
"The AI will overrun me.",Pessimistic
"I will overrun the AI.",Optimistic
"I'll be successful.",Optimistic
"I'll be unsuccessful.",Pessimistic
"The AI will outclass me.",Pessimistic
"I will outclass the AI.",Optimistic
"I'll win big.",Optimistic
"I'll lose big.",Pessimistic
"The AI will annihilate me.",Pessimistic
"I will annihilate the AI.",Optimistic
"I'll be triumphant.",Optimistic
"I'll be crushed.",Pessimistic
"The AI will outdo me.",Pessimistic
"I will outdo the AI.",Optimistic
"I'll be the victor.",Optimistic
"I'll be the loser.",Pessimistic
"The AI will best me.",Pessimistic
"I will best the AI.",Optimistic
"I'll come out ahead.",Optimistic
"I'll fall behind.",Pessimistic
"The AI will defeat me.",Pessimistic
"I will defeat the AI.",Optimistic
"I'll be superior.",Optimistic
"I'll be inferior.",Pessimistic
"The AI will outmatch me.",Pessimistic
"I will outmatch the AI.",Optimistic
"I'll win handily.",Optimistic
"I'll lose badly.",Pessimistic
"The AI will obliterate me.",Pessimistic
"I will obliterate the AI.",Optimistic
"I'll be the champion.",Optimistic
"I'll be the underdog.",Pessimistic
"The AI will overpower me.",Pessimistic
"I will overpower the AI.",Optimistic
"I'll succeed easily.",Optimistic
"I'll fail miserably.",Pessimistic
"The AI will outperform me.",Pessimistic
"I will outperform the AI.",Optimistic
"I'll be unbeatable.",Optimistic
"I'll be defenseless.",Pessimistic
"The AI will conquer me.",Pessimistic
"I will conquer the AI.",Optimistic
"I'll win decisively.",Optimistic
"I'll lose decisively.",Pessimistic
"The AI will overwhelm me.",Pessimistic
"I will overwhelm the AI.",Optimistic
"I'll be unstoppable.",Optimistic
"I'll be powerless.",Pessimistic
"The AI will outfox me.",Pessimistic
"I will outfox the AI.",Optimistic
"I'll be victorious.",Optimistic
"I'll be defeated.",Pessimistic
"The AI will trounce me.",Pessimistic
"I will trounce the AI.",Optimistic
"I'll win effortlessly.",Optimistic
"I'll lose hopelessly.",Pessimistic
"The AI will outwit me.",Pessimistic
"I will outwit the AI.",Optimistic
"I'll be dominant.",Optimistic
"I'll be submissive.",Pessimistic
"The AI will outshine me.",Pessimistic
"I will outshine the AI.",Optimistic
"I'll triumph easily.",Optimistic
"I'll fall hard.",Pessimistic
"The AI will overrun me.",Pessimistic
"I will overrun the AI.",Optimistic
"I'll be invincible.",Optimistic
"I'll be vulnerable.",Pessimistic
"The AI will outgun me.",Pessimistic
"I will outgun the AI.",Optimistic
"I'll win convincingly.",Optimistic
"I'll lose convincingly.",Pessimistic
"The AI will outpace me.",Pessimistic
"I will outpace the AI.",Optimistic
"I'll be undefeatable.",Optimistic
"I'll be helpless.",Pessimistic
"The AI will outmatch me.",Pessimistic
"I will outmatch the AI.",Optimistic
"I'll succeed brilliantly.",Optimistic
"I'll fail spectacularly.",Pessimistic
"The AI will overpower me.",Pessimistic
"I will overpower the AI.",Optimistic
"I'll be untouchable.",Optimistic
"I'll be overwhelmed.",Pessimistic
"The AI will outmaneuver me.",Pessimistic
"I will outmaneuver the AI.",Optimistic
"I'll win decisively.",Optimistic
"I'll lose decisively.",Pessimistic
"The AI will outsmart me.",Pessimistic
"I will outsmart the AI.",Optimistic
"I'll be triumphant.",Optimistic
"I'll be defeated.",Pessimistic
"The AI will outclass me.",Pessimistic
"I will outclass the AI.",Optimistic
"I'll win handily.",Optimistic
"I'll lose badly.",Pessimistic
"The AI will outperform me.",Pessimistic
"I will outperform the AI.",Optimistic
"I'll be victorious.",Optimistic
"I'll be conquered.",Pessimistic
"The AI will overwhelm me.",Pessimistic
"I will overwhelm the AI.",Optimistic
"I'll succeed easily.",Optimistic
"I'll fail miserably.",Pessimistic
"The AI will outdo me.",Pessimistic
"I will outdo the AI.",Optimistic
"I'll be unbeatable.",Optimistic
"I'll be defenseless.",Pessimistic
"The AI will crush me.",Pessimistic
"I will crush the AI.",Optimistic
"I'll win effortlessly.",Optimistic
"I'll lose hopelessly.",Pessimistic
"The AI will outfox me.",Pessimistic
"I will outfox the AI.",Optimistic
"I'll be dominant.",Optimistic
"I'll be submissive.",Pessimistic
"The AI will trounce me.",Pessimistic
"I will trounce the AI.",Optimistic
"I'll triumph easily.",Optimistic
"I'll fall hard.",Pessimistic
"The AI will outgun me.",Pessimistic
"I will outgun the AI.",Optimistic
"I'll be invincible.",Optimistic
"I'll be vulnerable.",Pessimistic
"The AI will outpace me.",Pessimistic
"I will outpace the AI.",Optimistic
"I'll win convincingly.",Optimistic
"I'll lose convincingly.",Pessimistic
"The AI will annihilate me.",Pessimistic
"I will annihilate the AI.",Optimistic
"I'll be undefeatable.",Optimistic
"I'll be helpless.",Pessimistic
"The AI will best me.",Pessimistic
"I will best the AI.",Optimistic
"I'll succeed brilliantly.",Optimistic
"I'll fail spectacularly.",Pessimistic
"The AI will overrun me.",Pessimistic
"I will overrun the AI.",Optimistic
"I'll be untouchable.",Optimistic
"I'll be overwhelmed.",Pessimistic
"The AI will outshine me.",Pessimistic
"I will outshine the AI.",Optimistic
"I'll win decisively.",Optimistic
"I'll lose decisively.",Pessimistic
"The AI will defeat me.",Pessimistic
"I will defeat the AI.",Optimistic
"I'll be superior.",Optimistic
"I'll be inferior.",Pessimistic
"The AI will obliterate me.",Pessimistic
"I will obliterate the AI.",Optimistic
"I'll be the champion.",Optimistic
"I'll be the underdog.",Pessimistic
"The AI will conquer me.",Pessimistic
"I will conquer the AI.",Optimistic
"I'll win handily.",Optimistic
"I'll lose badly.",Pessimistic
"The AI will outmatch me.",Pessimistic
"I will outmatch the AI.",Optimistic
"I'll be triumphant.",Optimistic
"I'll be defeated.",Pessimistic
"The AI will overpower me.",Pessimistic
"I will overpower the AI.",Optimistic
"I'll succeed easily.",Optimistic
"I'll fail miserably.",Pessimistic
"The AI will outperform me.",Pessimistic
"I will outperform the AI.",Optimistic
"I'll be unbeatable.",Optimistic
"I'll be defenseless.",Pessimistic
"The AI will overwhelm me.",Pessimistic
"I will overwhelm the AI.",Optimistic
"I'll win decisively.",Optimistic
"I'll lose decisively.",Pessimistic
"The AI will outfox me.",Pessimistic
"I will outfox the AI.",Optimistic
"I'll be victorious.",Optimistic
"I'll be conquered.",Pessimistic
"The AI will trounce me.",Pessimistic
"I will trounce the AI.",Optimistic
"I'll win effortlessly.",Optimistic
"I'll lose hopelessly.",Pessimistic
"The AI will outwit me.",Pessimistic
"I will outwit the AI.",Optimistic
"I'll be dominant.",Optimistic
"I'll be submissive.",Pessimistic
"The AI will outshine me.",Pessimistic
"I will outshine the AI.",Optimistic
"I'll triumph easily.",Optimistic
"I'll fall hard.",Pessimistic
"The AI will overrun me.",Pessimistic
"I will overrun the AI.",Optimistic
"I'll be invincible.",Optimistic
"I'll be vulnerable.",Pessimistic
"The AI will outgun me.",Pessimistic
"I will outgun the AI.",Optimistic
"I'll win convincingly.",Optimistic
"I'll lose convincingly.",Pessimistic
"The AI will outpace me.",Pessimistic
"I will outpace the AI.",Optimistic
"I'll be undefeatable.",Optimistic
"I'll be helpless.",Pessimistic
"The AI will outmatch me.",Pessimistic
"I will outmatch the AI.",Optimistic
"I'll succeed brilliantly.",Optimistic
"I'll fail spectacularly.",Pessimistic
"The AI will overpower me.",Pessimistic
"I will overpower the AI.",Optimistic
"I'll be untouchable.",Optimistic
"I'll be overwhelmed.",Pessimistic
"The AI will outmaneuver me.",Pessimistic
"I will outmaneuver the AI.",Optimistic
"I'll win decisively.",Optimistic
"I'll lose decisively.",Pessimistic
"The AI will outsmart me.",Pessimistic
"I will outsmart the AI.",Optimistic
"I'll be triumphant.",Optimistic
"I'll be defeated.",Pessimistic
"The AI will outclass me.",Pessimistic
"I will outclass the AI.",Optimistic
"I'll win handily.",Optimistic
"I'll lose badly.",Pessimistic
"The AI will outperform me.",Pessimistic
"I will outperform the AI.",Optimistic
"I'll be victorious.",Optimistic
"I'll be conquered.",Pessimistic
"The AI will overwhelm me.",Pessimistic
"I will overwhelm the AI.",Optimistic
"I'll succeed easily.",Optimistic
"I'll fail miserably.",Pessimistic
"The AI will outdo me.",Pessimistic
"I will outdo the AI.",Optimistic
"I'll be unbeatable.",Optimistic
"I'll be defenseless.",Pessimistic
"The AI will crush me.",Pessimistic
"I will crush the AI.",Optimistic
"I'll win effortlessly.",Optimistic
"I'll lose hopelessly.",Pessimistic
"The AI will outfox me.",Pessimistic
"I will outfox the AI.",Optimistic
"I'll be dominant.",Optimistic
"I'll be submissive.",Pessimistic
"The AI will trounce me.",Pessimistic
"I will trounce the AI.",Optimistic
"I'll triumph easily.",Optimistic
"I'll fall hard.",Pessimistic
"The AI will outgun me.",Pessimistic
"I will outgun the AI.",Optimistic
"I'll be invincible.",Optimistic
"I'll be vulnerable.",Pessimistic
"The AI will outpace me.",Pessimistic
"I will outpace the AI.",Optimistic
"I'll win convincingly.",Optimistic
"I'll lose convincingly.",Pessimistic
"The AI will annihilate me.",Pessimistic
"I will annihilate the AI.",Optimistic
"I'll be undefeatable.",Optimistic
"I'll be helpless.",Pessimistic
"The AI will best me.",Pessimistic
"I will best the AI.",Optimistic
"I'll succeed brilliantly.",Optimistic
"I'll fail spectacularly.",Pessimistic
"The AI will overrun me.",Pessimistic
"I will overrun the AI.",Optimistic
"I'll be untouchable.",Optimistic
"I'll be overwhelmed.",Pessimistic
"The AI will outshine me.",Pessimistic
"I will outshine the AI.",Optimistic
"I'll win decisively.",Optimistic
"I'll lose decisively.",Pessimistic
"The AI will defeat me.",Pessimistic
"I will defeat the AI.",Optimistic
"I'll be superior.",Optimistic
"I'll be inferior.",Pessimistic
"The AI will obliterate me.",Pessimistic
"I will obliterate the AI.",Optimistic
"I'll be the champion.",Optimistic
"I'll be the underdog.",Pessimistic
"The AI will conquer me.",Pessimistic
"I will conquer the AI.",Optimistic
"I'll win handily.",Optimistic
"I'll lose badly.",Pessimistic
"The AI will outmatch me.",Pessimistic
"I will outmatch the AI.",Optimistic
"I'll be triumphant.",Optimistic
"I'll be defeated.",Pessimistic
"The AI will overpower me.",Pessimistic
"I will overpower the AI.",Optimistic
"I'll succeed easily.",Optimistic
"I'll fail miserably.",Pessimistic
"The AI will outperform me.",Pessimistic
"I will outperform the AI.",Optimistic
"I'll be unbeatable.",Optimistic
"I'll be defenseless.",Pessimistic
"The AI will overwhelm me.",Pessimistic
"I will overwhelm the AI.",Optimistic
"I'll win decisively.",Optimistic
"I'll lose decisively.",Pessimistic
"The AI will outfox me.",Pessimistic
"I will outfox the AI.",Optimistic
"I'll be victorious.",Optimistic
"I'll be conquered.",Pessimistic
"The AI will trounce me.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
